REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
LBR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1291,0,PCNT,,FAMILY_PLANNING,2006,25.8,,1,RP,F,,,,,,,EOF,
LBR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1293,0,PCNT,,FAMILY_PLANNING,2013,41.4,,1,RP,F,,,,,,,EOF,
LBR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1296,0,PCNT,,FAMILY_PLANNING,2019,47.5,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_743,0,PCNT,,FAMILY_PLANNING,2002,80,,1,RP,F,,,,,,,EOF,
AU_CENTRAL_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,38.5,,1,RA,F,,,,,,,EOF,
AFG,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,20.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AU_EASTERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,61.1,,1,RA,F,,,,,,,EOF,
CPV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_424,0,PCNT,,FAMILY_PLANNING,2005,73.2,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1763,0,PCNT,,FAMILY_PLANNING,2009,60.1,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1758,0,PCNT,,FAMILY_PLANNING,2004,57.6,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1771,0,PCNT,,FAMILY_PLANNING,2013,61.8,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1773,0,PCNT,,FAMILY_PLANNING,2014,62.7,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1765,0,PCNT,,FAMILY_PLANNING,2010,60.6,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1767,0,PCNT,,FAMILY_PLANNING,2011,61.4,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1769,0,PCNT,,FAMILY_PLANNING,2012,62.1,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1760,0,PCNT,,FAMILY_PLANNING,2007,58.4,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1775,0,PCNT,,FAMILY_PLANNING,2015,65.7,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1781,0,PCNT,,FAMILY_PLANNING,2018,66.6,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1785,0,PCNT,,FAMILY_PLANNING,2020,65.9,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2863,0,PCNT,,FAMILY_PLANNING,2021,68.2,,1,RP,F,,,,,,,EOF,
STP,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1903,0,PCNT,,FAMILY_PLANNING,2019,57.7,,1,RP,F,,,,,,,EOF,
STP,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1901,0,PCNT,,FAMILY_PLANNING,2014,52.2,,1,RP,F,,,,,,,EOF,
STP,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1899,0,PCNT,,FAMILY_PLANNING,2008,47,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2023,42.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SSD,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2010,3.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3110,0,PCNT,,FAMILY_PLANNING,2023,67.2,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1778,0,PCNT,,FAMILY_PLANNING,2016,66.1,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1780,0,PCNT,,FAMILY_PLANNING,2017,66.5,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1782,0,PCNT,,FAMILY_PLANNING,2019,67.8,,1,RP,F,,,,,,,EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3109,0,PCNT,,FAMILY_PLANNING,2022,67.5,,1,RP,F,,,,,,,EOF,
GMB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2020,13,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1752,0,PCNT,,FAMILY_PLANNING,2000,60.1,,1,RP,F,,,,,,,EOF,
ROU,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1861,0,PCNT,,FAMILY_PLANNING,2004,46.5,,1,RP,F,,,,,,,EOF,
SOM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,1.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
NER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1583,0,PCNT,,FAMILY_PLANNING,2012,40.9,,1,RP,F,,,,,,,EOF,
NER,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1579,0,PCNT,,FAMILY_PLANNING,2006,35.9,,1,RP,F,,,,,,,EOF,
MMR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,73,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
COG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_574,0,PCNT,,FAMILY_PLANNING,2014,43.2,,1,RP,F,,,,,,,EOF,
COG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_568,0,PCNT,,FAMILY_PLANNING,2005,22.9,,1,RP,F,,,,,,,EOF,
COG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_571,0,PCNT,,FAMILY_PLANNING,2011,38,,1,RP,F,,,,,,,EOF,
LCA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1887,0,PCNT,,FAMILY_PLANNING,2011,72.4,,1,RP,F,,,,,,,EOF,
UNICEF_SA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,44.1,,1,RA,F,,,,,,,EOF,
AUREC_ECOWAS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,46.6,,1,RA,F,,,,,,,EOF,
SDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2039,0,PCNT,,FAMILY_PLANNING,2014,30.2,,1,RP,F,,,,,,,EOF,
SDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2037,0,PCNT,,FAMILY_PLANNING,2010,22.4,,1,RP,F,,,,,,,EOF,
PAN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1713,0,PCNT,,FAMILY_PLANNING,2014,65.2,,1,RP,F,,,,,,,EOF,
PAN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1709,0,PCNT,,FAMILY_PLANNING,2013,73.3,,1,RP,F,,,,,,,EOF,
SLV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_787,0,PCNT,,FAMILY_PLANNING,2014,80,,1,RP,F,,,,,,,EOF,
SLV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_783,0,PCNT,,FAMILY_PLANNING,2008,72.9,,1,RP,F,,,,,,,EOF,
TUV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2528,0,PCNT,,FAMILY_PLANNING,2019,46.2,,1,RP,F,,,,,,,EOF,
TUV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2138,0,PCNT,,FAMILY_PLANNING,2007,41,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_619,0,PCNT,,FAMILY_PLANNING,2011,32.2,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_622,0,PCNT,,FAMILY_PLANNING,2016,31.1,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_624,0,PCNT,,FAMILY_PLANNING,2017,42.1,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_625,0,PCNT,,FAMILY_PLANNING,2018,43.5,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_626,0,PCNT,,FAMILY_PLANNING,2020,46.1,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2779,0,PCNT,,FAMILY_PLANNING,2021,46.5,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3032,0,PCNT,,FAMILY_PLANNING,2022,52,,1,RP,F,,,,,,,EOF,
SLV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_779,0,PCNT,,FAMILY_PLANNING,2002,80.1,,1,RP,F,,,,,,,EOF,
SLV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3039,0,PCNT,,FAMILY_PLANNING,2021,73.1,,1,RP,F,,,,,,,EOF,
MDV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1368,0,PCNT,,FAMILY_PLANNING,2009,42.7,,1,RP,F,,,,,,,EOF,
MDV,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1374,0,PCNT,,FAMILY_PLANNING,2016,29.2,,1,RP,F,,,,,,,EOF,
NAM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2013,46.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,62.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,67,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SAU,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3124,0,PCNT,,FAMILY_PLANNING,2023,53.6,,1,RP,F,,,,,,,EOF,
